,name,industry,market_cap,employees,country,headquarters,address,sector,ceo,founded,founders,share_price,website,stock,area_served,revenue
1353,DOLLAR GENERAL CORPORATION,,52.007 Billion USD,,USA,,,,David Perdue,,,,,,,
1354,FIRST ABU DHABI BANK,,50.500 Billion USD,,UAE,,,,Hana Al Rostamani,,,,,,,
1355,PACIFICORP,,61.343 Billion USD,,USA,,,,Stefan Bird,,,,,,,
1356,THOMSON REUTERS CORPORATION,,57.960 Billion USD,,Canada,,,,David Thomson,,,,,,,
1357,ADIDAS,,69.940 Billion USD,,Germany,,,,,,,,,,,
1358,EAST MONEY INFORMATION,,49.209 Billion USD,,China,,,,,,,,,,,
1359,MERCADOLIBRE,,92.834 Billion USD,,Argentina,,,,Stelleo Passos Tolda,,,,,,,
1360,NINTENDO,,58.231 Billion USD,,Japan,,,,Shuntaro Furukawa,,,,,,,
1361,BAYER,,55.343 Billion USD,,Germany,,,,,,,,,,,
1362,SAFRAN,,54.464 Billion USD,,France,,,,,,,,,,,
1363,LUZHOU LAOJIAO,,40.027 Billion USD,,China,,,,Liu Miao,,,,,,,
1364,MARRIOTT INTERNATIONAL,,44.009 Billion USD,,USA,,,,Bill Marriott,,,,,,,
1365,WIPRO,,51.170 Billion USD,,India,,,,,,,,,,,
1366,INTESA SANPAOLO,,55.537 Billion USD,,Italy,,,,Gian Maria Gros-Pietro,,,,,,,
1367,GREAT WALL MOTOR COMPANY,,73.913 Billion USD,,China,,,,Wei Jianjun,,,,,,,
1368,FAST RETAILING,,68.150 Billion USD,,Japan,,,,Tadashi Yanai,,,,,,,
1369,LONDON STOCK EXCHANGE GROUP,,55.704 Billion USD,,UK,,,,,,,,,,,
1370,HON HAI PRECISION INDUSTRY,,55.404 Billion USD,,Taiwan,,,,Liu Young-Way,,,,,,,
1371,BAIDU,,54.652 Billion USD,,China,,,,Robin Li,,,,,,,
1372,CHUGAI PHARMACEUTICAL,,65.402 Billion USD,,Japan,,,,Christoph Franz,,,,,,,
1373,SIMON PROPERTY GROUP,,45.156 Billion USD,,USA,,,,David Simon,,,,,,,
1374,KEURIG DR PEPPER,,50.562 Billion USD,,USA,,,,Robert Gamgort,,,,,,,
1375,S.F. HOLDING,,40.051 Billion USD,,China,,,,,,,,,,,
1376,IKEA,,358,,USA,,,,Anders Dahlvig,,,,,,,
1377,DSV PANALPINA,,60.941 Billion USD,,Denmark,,,,Thomas Plenborg,,,,,,,
1378,PING AN BANK,,52.047 Billion USD,,China,,,,"MA Mingzhe, Peter",,,,,,,
1379,NATIONAL GRID TRANSCO,,46.940 Billion USD,,UK,,,,,,,,,,,
1380,PALO ALTO NETWORKS,,44.859 Billion USD,,USA,,,,Nikesh Arora,,,,,,,
1381,TE CONNECTIVITY,,49.272 Billion USD,,Switzerland,,,,Tom Lynch,,,,,,,
1382,ENI S.P.A.,,44.110 Billion USD,,Italy,,,,Lucia Calvosa,,,,,,,
1383,LUXSHARE PRECISION INDUSTRY,,36.208 Billion USD,,China,,,,Lai Chun Wang,,,,,,,
1384,BHARTI AIRTEL,,50.778 Billion USD,,India,,,,,,,,,,,
1385,THE BANK OF NEW YORK MELLON CORPORATION,,47.664 Billion USD,,USA,,,,Gerald L. Hassell,,,,,,,
1386,FORTINET,,52.163 Billion USD,,USA,,,,Ken Xie,,,,,,,
1387,BIONTECH SE,,79.834 Billion USD,,Germany,,,,Ugur Sahin,,,,,,,
1388,HOYA CORPORATION,,60.197 Billion USD,,Japan,,,,Hiroshi Suzuki,,,,,,,
1389,QATAR NATIONAL BANK,,47.782 Billion USD,,Qatar,,,,HE Ali Ahmed Al Kuwari,,,,,,,
1390,ZOOM VIDEO COMMUNICATIONS,,86.019 Billion USD,,USA,,,,Eric Yuan,,,,,,,
1391,ENTERPRISE PRODUCTS PARTNERS,,48.647 Billion USD,,USA,,,,William C. Montgomery,,,,,,,
1392,BANK OF COMMUNICATIONS,,47.967 Billion USD,,China,,,,Ren Deqi,,,,,,,
1393,JIANGSU HENGRUI MEDICINE,,44.709 Billion USD,,China,,,,Sun Piaoyang,,,,,,,
1394,LLOYDS BANKING GROUP,,43.652 Billion USD,,UK,,,,,,,,,,,
1395,HONDA MOTOR,,52.753 Billion USD,,Japan,,,,Fumihiko Ike,,,,,,,
1396,MURATA MANUFACTURING,,54.946 Billion USD,,Japan,,,,Tsuneo Murata,,,,,,,
1397,SYNOPSYS,,50.979 Billion USD,,USA,,,,Aart J. de Geus,,,,,,,
1398,WANHUA CHEMICAL GROUP,,50.393 Billion USD,,China,,,,Liao Zengtai,,,,,,,
1399,VMWARE,,62.373 Billion USD,,USA,,,,Michael Dell,,,,,,,
1400,ORIENTAL LAND,,49.349 Billion USD,,Japan,,,,Toshio Kagami,,,,,,,
1401,KOTAK MAHINDRA BANK,,48.370 Billion USD,,India,,,,,,,,,,,
1402,AMERICAN INTERNATIONAL GROUP (AIG),,46.660 Billion USD,,USA,,,,Brian Duperreault,,,,,,,
1403,IHS MARKIT,,48.073 Billion USD,,UK,,,,Lance Uggla,,,,,,,
1404,WUXI APPTEC,,61.367 Billion USD,,China,,,,Ge Li,,,,,,,
1405,ACTIVISION BLIZZARD,,64.060 Billion USD,,USA,,,,Bobby Kotick,,,,,,,
1406,MONSTER BEVERAGE CORPORATION,,51.730 Billion USD,,USA,,,,Rodney Cyril Sacks,,,,,,,
1407,FIRST GULF BANK,,,,UAE,,,,,,,,,,,
1408,SOUTHERN COPPER CORPORATION,,48.387 Billion USD,,Mexico,,,,German Larrea Mota-Velasco,,,,,,,
1409,NORDEA BANK ABP,,49.772 Billion USD,,Finland,,,,Torbjorn Magnusson,,,,,,,
1410,PRUDENTIAL,,54.470 Billion USD,,UK,,,,,,,,,,,
1411,SUMITOMO MITSUI FINANCIAL GROUP,,48.103 Billion USD,,Japan,,,,Takeshi Kunibe,,,,,,,
1412,CNOOC LIMITED,,46.085 Billion USD,,China,,,,Wang Dongjin,,,,,,,
1413,SCHLUMBERGER,,39.212 Billion USD,,USA,,,,Andrew Gould,,,,,,,
1414,AMPHENOL CORPORATION,,45.839 Billion USD,,USA,,,,Martin H. Loeffler,,,,,,,
1415,IQVIA HOLDINGS,,49.767 Billion USD,,USA,,,,Ari Bousbib,,,,,,,
1416,ROBLOX CORP,,47.191 Billion USD,,USA,,,,David B. Baszucki,,,,,,,
1417,CITIC SECURITIES COMPANY,,48.814 Billion USD,,China,,,,Zhu Hexin,,,,,,,
1418,ROPER TECHNOLOGIES,,50.949 Billion USD,,USA,,,,Neil Hunn,,,,,,,
1419,PIONEER NATURAL RESOURCES COMPANY,,36.513 Billion USD,,USA,,,,Scott D. Sheffield,,,,,,,
1420,KIMBERLY-CLARK CORPORATION,,46.409 Billion USD,,USA,,,,Thomas J. Falk,,,,,,,
1421,EQT AB (PUBL),,50.965 Billion USD,,Sweden,,,,Conni Jonsson,,,,,,,
1422,XILINX,,38.504 Billion USD,,USA,,,,Dennis Segers,,,,,,,
1423,MITSUBISHI CORPORATION,,44.754 Billion USD,,Japan,,,,Takehiko Kakiuchi,,,,,,,
1424,TC ENERGY CORPORATION,,46.497 Billion USD,,Canada,,,,Francois Poirier,,,,,,,
1425,EDEKA GROUP,,,,Germany,,,,Markus Mosa,,,,,,,
1426,WESFARMERS,,48.639 Billion USD,,Australia,,,,,,,,,,,
1427,BARCLAYS PLC,,43.534 Billion USD,,UK,,,,,,,,,,,
1428,BCE (Bell Canada Enterprises),,47.255 Billion USD,,Canada,,,,Mirko Bibic,,,,,,,
1429,NEWMONT CORPORATION,,46.341 Billion USD,,USA,,,,Wayne W Murdy,,,,,,,
1430,3I GROUP,,40.133 Billion USD,,UK,,,,,,,,,,,
1431,MMC NORILSK NICKEL,,51.394 Billion USD,,Russia,,,,Andrey Bougrov,,,,,,,
1432,HCL TECHNOLOGIES,,44.226 Billion USD,,India,,,,,,,,,,,
1433,ORSTED A/S,,67.699 Billion USD,,Denmark,,,,Thomas Thune Andersen,,,,,,,
1434,HUMANA,,52.110 Billion USD,,USA,,,,Kurt Hilzinger,,,,,,,
1435,IDEXX LABORATORIES,,58.445 Billion USD,,USA,,,,Jonathan W. Ayers,,,,,,,
1436,NIO INC,,64.410 Billion USD,,China,,,,Bin Li,,,,,,,
1437,SAMSUNG BIOLOGICS,,54.740 Billion USD,,South Korea,,,,John Rim,,,,,,,
1438,WALGREENS BOOTS ALLIANCE,,43.898 Billion USD,,USA,,,,Stefano Pessina,,,,,,,
1439,PAYCHEX,,41.190 Billion USD,,USA,,,,Martin Mucci,,,,,,,
1440,MUYUAN FOODS,,35.352 Billion USD,,China,,,,Qin Yinglin,,,,,,,
1441,CREDIT AGRICOLE,,44.696 Billion USD,,France,,,,,,,,,,,
1442,CONSTELLATION BRANDS,,40.707 Billion USD,,USA,,,,Richard Sands,,,,,,,
1443,GIVAUDAN SA,,45.552 Billion USD,,Switzerland,,,,Calvin Grieder,,,,,,,
1444,CADENCE DESIGN SYSTEMS,,45.248 Billion USD,,USA,,,,Anirudh Devgan,,,,,,,
1445,O'REILLY AUTOMOTIVE,,40.963 Billion USD,,USA,,,,David E Oreilly,,,,,,,
1446,ASIAN PAINTS,,44.366 Billion USD,,India,,,,,,,,,,,
1447,LULULEMON ATHLETICA,,54.166 Billion USD,,Canada,,,,Glenn K. Murphy(Non-Executive Chairman),,,,,,,
1448,SPACEX,,427,,USA,,,,Elon Musk,,,,,,,
1449,STRIPE,,427,,USA,,,,,,,,,,,
1450,COGNIZANT TECHNOLOGY SOLUTIONS,,40.292 Billion USD,,USA,,,,Rajesh Nambiar,,,,,,,
1451,ITOCHU CORPORATION,,44.708 Billion USD,,Japan,,,,Masahiro Okafuji,,,,,,,
1452,APTIV,,41.169 Billion USD,,Ireland,,,,Kevin P. Clark,,,,,,,
1453,KRAFT HEINZ COMPANY,,44.030 Billion USD,,USA,,,,Miguel Patricio,,,,,,,
1454,DIGITAL REALTY TRUST,,46.441 Billion USD,,USA,,,,Laurence A. Chapman,,,,,,,
1455,DEXCOM,,51.221 Billion USD,,USA,,,,Kevin Sayer,,,,,,,
1456,MSCI,,52.316 Billion USD,,USA,,,,Henry A. Fernandez,,,,,,,
1457,"COUPANG, INC.",,51.998 Billion USD,,South Korea,,,,Bom Suk Kim,,,,,,,
1458,MICROCHIP TECHNOLOGY,,43.123 Billion USD,,USA,,,,Steve Sanghi,,,,,,,
1459,STMICROELECTRONICS,,40.157 Billion USD,,Switzerland,,,,,,,,,,,
1460,DOORDASH,,64.681 Billion USD,,USA,,,,Tony Xu,,,,,,,
1461,AMERICAN ELECTRIC POWER COMPANY,,44.807 Billion USD,,USA,,,,Nick Akins,,,,,,,
1462,FORTESCUE METALS GROUP,,46.296 Billion USD,,Australia,,,,,,,,,,,
1463,CHIPOTLE MEXICAN GRILL,,53.474 Billion USD,,USA,,,,Steve Ells,,,,,,,
1464,TRAFIGURA,,442,,USA,,,,Jeremy Weir,,,,,,,
1465,TRANE TECHNOLOGIES PLC,,47.165 Billion USD,,Ireland,,,,,,,,,,,
1466,LINKEDIN,,443,,USA,,,,Jeff Weiner,,,,,,,
1467,CARRIER GLOBAL,,49.980 Billion USD,,USA,,,,David Gitlin,,,,,,,
1468,DATADOG,,42.720 Billion USD,,USA,,,,Olivier Pomel,,,,,,,
1469,CENTENE CORPORATION,,36.720 Billion USD,,USA,,,,Michael F. Neidorff,,,,,,,
1470,JARDINE MATHESON HOLDINGS,,45.104 Billion USD,,Bermuda,,,,,,,,,,,
1471,DELL TECHNOLOGIES,,74.429 Billion USD,,USA,,,,Michael S. Dell,,,,,,,
1472,LG CHEM,,50.469 Billion USD,,South Korea,,,,"Shin, Hak-Cheol",,,,,,,
1473,SEMPRA ENERGY,,42.266 Billion USD,,USA,,,,Jeffrey W. Martin,,,,,,,
1474,PT BANK RAKYAT INDONESIA (PERSERO) TBK,,33.383 Billion USD,,Indonesia,,,,,,,,,,,
1475,T. ROWE PRICE GROUP,,50.804 Billion USD,,USA,,,,Rob Sharps,,,,,,,
1476,AGILENT TECHNOLOGIES,,53.245 Billion USD,,USA,,,,Michael R. McMullen,,,,,,,
1477,BAXTER INTERNATIONAL,,38.103 Billion USD,,USA,,,,Jose E. Almeida,,,,,,,
1478,DOW Inc,,46.909 Billion USD,,USA,,,,Jim Fitterling,,,,,,,
1479,MARATHON PETROLEUM CORPORATION,,37.826 Billion USD,,USA,,,,John P. Surma(Non-Executive Chairman),,,,,,,
1480,WUXI BIOLOGICS (CAYMAN),,64.339 Billion USD,,China,,,,Ge Li(Non-Executive Chairman),,,,,,,
1481,GLOBAL PAYMENTS,,47.775 Billion USD,,USA,,,,Jeffrey S. Sloan,,,,,,,
1482,COSCO SHIPPING HOLDINGS,,45.027 Billion USD,,China,,,,Wan Min,,,,,,,
1483,PRUDENTIAL FINANCIAL,,40.870 Billion USD,,USA,,,,Arthur F. Ryan,,,,,,,
1484,JARDINE STRATEGIC HOLDINGS,,37.907 Billion USD,,Hong Kong,,,,,,,,,,,
1485,CROWDSTRIKE HOLDINGS,,63.453 Billion USD,,USA,,,,Gerhard Watzinger,,,,,,,
1486,HAIER SMART HOME,,39.285 Billion USD,,China,,,,Zhang Ruimin,,,,,,,
1487,SMC CORPORATION,,42.861 Billion USD,,Japan,,,,Katsunori Maruyama,,,,,,,
1488,MUNCHENER RUCKVERSICHERUNGS-GESELLSCHAFT,,41.115 Billion USD,,Germany,,,,,,,,,,,
1489,NU HOLDINGS LTD.,,,,Brazil,,,,,,,,,,,
1490,ALIGN TECHNOLOGY,,56.108 Billion USD,,USA,,,,"C. Raymond Larkin, Jr",,,,,,,
1491,L3HARRIS TECHNOLOGIES,,46.822 Billion USD,,USA,,,,Chris Kubasik,,,,,,,
1492,DUPONT DE NEMOURS,,38.717 Billion USD,,USA,,,,Edward D. Breen,,,,,,,
1493,TAKEDA PHARMACEUTICAL COMPANY,,53.344 Billion USD,,Japan,,,,Yasuchika Hasegawa,,,,,,,
1494,SVB FINANCIAL GROUP,,32.822 Billion USD,,USA,,,,Roger F. Dunbar,,,,,,,
1495,VODAFONE GROUP,,47.217 Billion USD,,UK,,,,,,,,,,,
1496,SPOTIFY TECHNOLOGY,,44.842 Billion USD,,Sweden,,,,Daniel Ek,,,,,,,
1497,EXPERIAN,,41.303 Billion USD,,Ireland,,,,,,,,,,,
1498,MOTOROLA SOLUTIONS,,41.410 Billion USD,,USA,,,,Greg Brown,,,,,,,
1499,REPUBLIC SERVICES,,39.519 Billion USD,,USA,,,,Manuel Kadre,,,,,,,
1500,US Ecology Inc,Environmental and Waste Management Services,,"3,600",,United States of America,"101 S Capitol Blvd Ste 1000, Boise, Idaho, 83702",,,,,,www.usecology.com,,,$988.0M
1501,Mercury Systems Inc,Aerospace and Defense,$2.7B,"2,386",,United States of America,"50 Minuteman Drive, Andover, Massachusetts, 01810",,,,,,www.mrcy.com,,,$988.2M
1502,Xiwang Foodstuffs Co Ltd,Consumer Packaged Goods,$787.4M,"1,892",,China,"Xiwang Industrial Park, Zouping County, Binzhou, Shandong , 256209",,,,,,www.xwsp.cc,,,$985.2M
1503,Shenzhen Hepalink Pharmaceutical Group Co Ltd,Pharmaceuticals and Healthcare,$2.7B,"2,046",,China,"No. 19, Hi-Tech Zhongyi Avenue, Middle Area, Hi-Tech Zone , Nanshan Dist, Shenzhen, Guangdong, 518057",,,,,,www.hepalink.com,,,$986.9M
1504,Kingsoft Corporation Ltd,Technology and Communications,$5.0B,"7,174",,Hong Kong,"Kingsoft Tower, No. 33, Xiaoying West Road, Haidian District, Beijing, 100085",,,,,,www.kingsoft.com,,,$987.8M
1505,Petropavlovsk PLC,Metals and Mining,,"8,860",,United Kingdom,"11 Grosvenor Place, London, SW1X7HH",,,,,,petropavlovskplc.com,,,$988.5M
1506,VAT Group AG,Industrial Goods and Machinery,$9.5B,"2,897",,Switzerland,"Seelistrasse 1, Haag, Rheintal, 9469",,,,,,www.vatvalve.com,,,$986.0M
1507,Software AG,Technology and Communications,$2.1B,"5,052",,Germany,"Uhlandstrasse 12, Darmstadt, 64297",,,,,,www.softwareag.com,,,$986.0M
1508,3SBio Inc,Pharmaceuticals and Healthcare,$2.7B,"5,160",,China,"No. 3 A1, Road 10, Shenyang Economy & Technology, Development Zone, Liaoning , 110027",,,,,,www.3sbio.com,,,$989.5M
1509,Nomura Co Ltd,Construction,$821.6M,"1,952",,Japan,"2-3-4, Daiba, Minato-Ku, Tokyo, 135-8622",,,,,,www.nomurakougei.co.jp,,,$988.9M
1510,Sapura Energy Bhd,Energy and Utilities,$184.7M,"3,440",,Malaysia,"No. 7, Jalan Tasik, Mines Resort City, Seri Kembangan, 43300",,,,,,www.sapuraenergy.com,,,$990.0M
1511,DeceunInck NV,Construction,$387.8M,"3,709",,Belgium,"Bruggesteenweg 360, Gits, Hooglede, 8830",,,,,,www.deceuninck.com,,,$991.0M
1512,Finnair Oyj,Transport and Logistics,$768.6M,"5,358",,Finland,"Hott, Tietotie 9, Vantaa, 01530",,,,,,company.finnair.com,,,$991.4M
1513,Alok Industries Ltd,Consumer Packaged Goods,$909.4M,"26,231",,India,"Peninsula Business Park, Tower-B, 2nd & 3rd Floor, G.K.Marg, Mumbai, 400013",,,,,,www.alokind.com,,,$990.0M
1514,Zhejiang Weixing New Building Materials Co Ltd,Construction,$5.4B,"4,419",,China,"Linhai Economic Development Zone, Taizhou, Zhejiang, 317000",,,,,,www.vasen.com,,,$990.3M
1515,Redes Energeticas Nacionais SA,Power,$1.8B,697,,Portugal,"Avenida Dos Estados Unidos Da America, 55, Lisboa, 1749-061",,,,,,www.ren.pt,,,$991.3M
1516,The Shyft Group Inc,Automotive,$1.0B,"3,800",,United States of America,"41280 Bridge Street, 1000 Reynolds Rd, Novi, Michigan, 48375",,,,,,theshyftgroup.com,,,$991.8M
1517,PJT Partners Inc,Financial Services,$3.1B,833,,United States of America,"280 Park Ave Fl 16th, New York, 10017-1206",,,,,,pjtpartners.com,,,$991.9M
1518,Qatar Gas Transport Co Ltd,Energy and Utilities,$5.8B,12,,Qatar,"Al Shoumoukh Towers, C Ring Road, Al-Sadd, P.O. Box 22271, Doha",,,,,,www.nakilat.com,,,$991.4M
1519,PT Bank Permata Tbk,Financial Services,$2.4B,"7,168",,Indonesia,"Gedung World Trade Center Ii, Jl. Jend. Sudirman Kav. 29-31, Jakarta Selatan, 12920",,,,,,www.permatabank.com,,,$992.8M
1520,Fulgent Genetics Inc,Medical Equipment,$975.6M,645,,United States of America,"4978 Santa Anita Ave Ste 205, Temple City, California, 91780-3600",,,,,,www.fulgentgenetics.com,,,$992.6M
1521,Globaltrans Investment PLC,Transport and Logistics,$799.2M,"1,750",,Cyprus,"Office 201, 4 Profiti Ilia Street, Germasogeia, Limassol, 4046",,,,,,www.globaltrans.com,,,$993.1M
1522,Asia Allied Infrastructure Holdings Ltd,Construction,$121.9M,"6,150",,Hong Kong,"C2, 5th Floor,Hng Kng Spnrs Indstrl Bldg, 601-603 Tai Nan West Street, Cheung Sha Wan, Kowloon, Hong Kong",,,,,,www.asiaalliedgroup.com,,,$993.5M
1523,Haemonetics Corp,Medical Equipment,$4.4B,"2,821",,United States of America,"125 Summer Street, Boston, Massachusetts, 02110",,,,,,www.haemonetics.com,,,$993.2M
1524,BOE Varitronix Limited,Technology and Communications,$1.7B,"4,063",,Hong Kong,"Unit A-F, 35/F, Legend Tower, 7 Shing Yip Street, Kwun Tong, Hong Kong",,,,,,www.boevx.com,,,$995.6M
1525,Ebix Inc,Technology and Communications,$590.6M,"10,030",,United States of America,"1 Ebix Way, Johns Creek, Georgia, 30097",,,,,,www.ebix.com,,,$994.9M
1526,GSI Creos Corp,Consumer Packaged Goods,$145.1M,624,,Japan,"7-9f, Aoba Daiichi Bldg., 2-3-1, Kudan-Minami, Chiyoda-Ku, Tokyo, 102-0074",,,,,,www.gsi.co.jp,,,$995.6M
1527,Information Services International-Dentsu Ltd,Technology and Communications,$2.1B,"3,240",,Japan,"2-17-1, Konan, Minato-Ku, Tokyo, 108-0075",,,,,,www.isid.co.jp,,,$997.8M
1528,Fulton Financial Corp,Financial Services,$2.6B,"3,200",,United States of America,"One Penn Square, Lancaster, Pennsylvania, 17602",,,,,,www.fultonbank.com/About-Fulton-Bank,,,$997.2M
1529,Alpha Networks Inc,Technology and Communications,$533.6M,"6,392",,Taiwan,"No.8, Li-Shing Road Vii, Hsinchu Science-Based Industrial Park, 300",,,,,,www.alphanetworks.com,,,$998.0M
1530,Ircon International Ltd,Construction,$709.7M,"1,278",,India,"C-4, District Centre, Saket, New Delhi, 110017",,,,,,www.ircon.org/index.php,,,$999.5M
1531,RCS MediaGroup SpA,Media,$392.6M,"2,953",,Italy,"Via Angelo Rizzoli, 8, Milano, 20132",,,,,,www.rcsmediagroup.it,,,$1.0B
1532,Kiatnakin Phatra Bank Public Co Ltd,Financial Services,$1.9B,"3,665",,Thailand,"Amarin Tower, 500 Ploenchit Road, Lumphini, Pathumwan, Bangkok, 10330",,,,,,bank.kkpfg.com/th/home,,,$1.0B
1533,Binggrae Co Ltd,Consumer Packaged Goods,$315.3M,"1,609",,South Korea,"45, Dasansunhwan-Ro, Namyangju, 12253",,,,,,www.bing.co.kr,,,$1.0B
1534,Winpak Ltd,Paper and Packaging,$2.0B,"2,563",,Canada,"100 Saulteaux Cres, Winnipeg, Manitoba, R3J3T3",,,,,,www.winpak.com,,,$1.0B
1535,Land and Houses Public Co Ltd,Construction,$3.5B,"1,623",,Thailand,"Floor 37-38, Q. House Lumphini Building, 1 South Sathon Road, Thungmahamek, Sathon, Bangkok, 10120",,,,,,www.lh.co.th,,,$1.0B
1536,Genting Malaysia Bhd,Leisure and Arts,$3.9B,"14,048",,Malaysia,"24th Floor, Wisma Genting, Jalan Sultan Ismail, Kuala Lumpur, 50250",,,,,,www.gentingmalaysia.com,,,$1.0B
1537,Nohmi Bosai Ltd,Industrial Goods and Machinery,$769.6M,"2,635",,Japan,"4-7-3, Kudan Minami, Chiyoda-Ku, Tokyo, 102-8277",,,,,,www.nohmi.co.jp,,,$1.0B
1538,East African Breweries PLC,Consumer Packaged Goods,$1.1B,"1,576",,Kenya,"Gpo, P.O. Box 30161, Nairobi, 00100",,,,,,www.eabl.com,,,$1.0B
1539,Lier Chemical Co Ltd,Chemicals,$2.2B,"5,360",,China,"Building 5, No.58, Huasheng Road, Chenghua District, Chengdu, Sichuan, 610052",,,,,,www.lierchem.com,,,$1.0B
1540,Seadrill Ltd,Energy and Utilities,,"3,220",,Bermuda,"14 Par-La-Ville Road, Park Place, Hamilton, HM11",,,,,,www.seadrill.com,,,$1.0B
1541,Great Eagle Holdings Ltd,Construction,$1.7B,"5,200",,Hong Kong,"33rd Floor, Great Eagle Centre, Hong Kong",,,,,,www.greateagle.com.hk,,,$1.0B
1542,Daewoong Pharmaceutical Co Ltd,Pharmaceuticals and Healthcare,$1.3B,"1,256",,South Korea,"35-14, Jeyakgongdan 4-Gil, Hyangnam-Eup, Hwaseong, 18623",,,,,,www.daewoong.com,,,$1.0B
1543,PT Bumi Resources Tbk,Metals and Mining,$3.6B,864,,Indonesia,"Jl. H.R. Rasuna Said, Kompleks Rasuna Ep, Lantai 12, Bakrie Tower, Jakarta, 12960",,,,,,www.bumiresources.com,,,$1.0B
1544,Astro Malaysia Holdings Berhad,Media,$735.5M,"4,191",,Malaysia,"3f,Admnstn Bldg,All Asia Broadcast Cntr, Lebuhraya Puchong-Sungai Besi, Technology Park Malaysia, Bukit Jalil, Kuala Lumpur, 57000",,,,,,corporate.astro.com.my,,,$1.0B
1545,Rizhao Port Co Ltd,Transport and Logistics,$1.3B,"5,709",,China,"Haibin Second Road, Rizhao, Shandong , 276826",,,,,,www.rzpcl.com,,,$1.0B
1546,Birla Corp Ltd,Construction,$912.9M,"7,184",,India,"1, Shakespeare Sarani (2nd Floor), Kolkata, 700071",,,,,,www.birlacorporation.com,,,$1.0B
1547,Crest Nicholson Holdings plc,Construction,$784.7M,661,,United Kingdom,"Crest House, Pyrcroft Road, Chertsey, KT169GN",,,,,,www.crestnicholson.com,,,$1.0B
1548,ConMed Corp,Medical Equipment,$2.9B,"3,800",,United States of America,"11311 Concept Boulevard, Largo, Florida, 33773",,,,,,www.conmed.com,,,$1.0B
1549,Haverty Furniture Companies Inc,Retailing,$548.8M,"2,845",,United States of America,"Suite 800, 780 Johnson Ferry Road, Atlanta, Georgia, 30342",,,,,,www.havertys.com,,,$1.0B
1550,DaChan Food (Asia) Ltd,Consumer Packaged Goods,$74.1M,"8,071",,China,"Room 401, 4th Floor, Office Tower C, Vanton Center, No.6 Chaowai Street, Chaoyang District, Beijing, 100020",,,,,,www.dachanfoodasia.com/en/aboutus.php,,,$1.0B
1551,Praktikertjanst AB,Pharmaceuticals and Healthcare,,"6,700",,Sweden,"Adolf Fredriks Kyrkogata 9, Stockholm, 10355",,,,,,www.praktikertjanst.se,,,$1.0B
1552,China Non-ferrous Metal Industry’s Foreign Engineering and Construction Co Ltd,Metals and Mining,$1.5B,"4,797",,China,"China Nonferrous Building, No. 10, Anding Road, Chaoyang District, Beijing, 100029",,,,,,www.nfc.com.cn,,,$1.0B
1553,BB Seguridade Participacoes SA,Financial Services,$13.4B,,,Brazil,"Asa Norte, Brasilia, 70.040-912",,,,,,www.bbseguridaderi.com.br/pt,,,$1.0B
1554,Texas Capital Bancshares Inc,Financial Services,$3.0B,"1,751",,United States of America,"Suite 700, 2000 Mckinney Ave, Dallas, Texas, 75201",,,,,,www.texascapitalbank.com,,,$1.0B
1555,Shandong Xinhua Pharmaceutical Co Ltd,Pharmaceuticals and Healthcare,$2.1B,"6,540",,China,"No.1 Lutai Avenue, High-Tech Zone, Zibo, Shandong , 255086",,,,,,www.xhzy.com,,,$1.0B
1556,HBIS Resources Co Ltd,Construction,$1.4B,"4,004",,China,"No.385, Tiyu South Street, Shijiazhuang, Hebei, 050023",,,,,,www.hbiszy.com,,,$1.0B
1557,Nishat Mills Ltd,Consumer Packaged Goods,$76.6M,"27,760",,Pakistan,"7, Main Gulberg, Lahore, 54000",,,,,,www.nishatmillsltd.com,,,$1.0B
1558,Cadence Bancorp,Financial Services,,"1,818",,United States of America,"2800 Post Oak Blvd Ste 3800, Houston, Texas, 77056-6170",,,,,,www.cadencebancorporation.com,,,$1.0B
1559,The a2 Milk Company Ltd,Consumer Packaged Goods,$3.5B,421,,New Zealand,"Po Box 91976, Auckland, 1142",,,,,,thea2milkcompany.com,,,$1.0B
1560,Soitec SA,Technology and Communications,$5.8B,"1,847",,France,"Parc Technologique Des Fontaines, Chemin Des Franques, Bernin, Villard-Bonnot, Rhone Alpes, 38190",,,,,,www.soitec.com,,,$1.0B
1561,PT Timah Tbk,Metals and Mining,$623.9M,"4,564",,Indonesia,"Jalan Jenderal Sudirman No.51, Bangka Belitung, Pangkal Pinang, 33121",,,,,,www.timah.com,,,$1.0B
1562,Unitika Ltd,Chemicals,$107.3M,"3,037",,Japan,"Osaka Center Bldg., 4-1-3, Kyutaro-Machi, Chuo-Ku, Osaka-Shi, 541-8566",,,,,,www.unitika.co.jp,,,$1.0B
1563,Owl Rock Capital Corp,Financial Services,$5.1B,,,United States of America,"399 Park Avenue, 38th Floor, New York, 10022",,,,,,www.owlrockcapitalcorporation.com,,,$1.0B
1564,PT ABM Investama Tbk,Metals and Mining,$573.9M,"6,652",,Indonesia,"Suite 1802, Jl. Cilandak Kko No. 1, Lantai 18, Gedung Tmt 1, Jakarta Selatan, 12560",,,,,,www.abm-investama.com,,,$1.0B
1565,BizLink Holding Inc,Technology and Communications,$1.3B,"5,003",,United States of America,"3400 Gateway Blvd, Fremont, California, 94538-6583",,,,,,www.bizlinktech.com,,,$1.0B
